gene_callers_id	source	accession	accession2	prokka function	In Proteome	Mantis annotation	GhostKoala annotation	Description	ProteinCategory1	ProteinCategory2	ProteinCategory3	TR08_B05	TR09_B05	TR10_B05	TR11_B05	TR12_B05	TR13_B05	TR14_B05	TR15_B05	TR16_B05	TR17_B05_MW
1755	prodigal	AFKMEEHG_00302	BB163_AFKMEEHG_00302	hypothetical protein	Y	Mechanosensitive ion channel	0					0.017247	0.02164	0.012554	0.031675	0.020813	0.030043	0.029875	0.020115	0	0
1628	prodigal	AFKMEEHG_00429	BB163_AFKMEEHG_00429	"2',3'-cyclic-nucleotide 2'-phosphodiesterase (ymdB)"	Y	"2',3'-cyclic-nucleotide 2'-phosphodiesterase"	K09769					0.006874	0.03773	0.025015	0.063118	0.020736	0.039911	0.011906	0.030062	0	0
427	prodigal	AFKMEEHG_01903	BB163_AFKMEEHG_01903	hypothetical protein	Y	T1SS-143 repeat domain	0					0	0.001593	0.00924	0.007891	0.02068	0.008845	0.007036	0.002961	0	0
1580	prodigal	AFKMEEHG_02130	BB163_AFKMEEHG_02130	Phosphoribosyl-AMP cyclohydrolase (hisI)	Y	Phosphoribosyl-AMP cyclohydrolase	K01496					0.04094	0.032104	0.012416	0.038558	0.020585	0.079238	0.047277	0.07958	0	0
1352	prodigal	AFKMEEHG_00728	BB163_AFKMEEHG_00728	hypothetical protein	Y	Ca-activated chloride channel homolog	0					0.027227	0.017792	0.037158	0.025643	0.020535	0.029642	0.00393	0.013231	0	0
1844	prodigal	AFKMEEHG_00212	BB163_AFKMEEHG_00212	hypothetical protein	Y	DNA polymerase III subunits gamma and tau domain III	K02343					0.015126	0.040329	0.01101	0.019232	0.020535	0.008783	0.013101	0.00441	0	0
907	prodigal	AFKMEEHG_00058	BB163_AFKMEEHG_00058	putative cation-transporting ATPase F (ctpF)	Y	"ATPase, P-type (Transporting), HAD superfamily, subfamily IC"	0					0	0.00653	0.005683	0.013236	0.020413	0.016622	0.016228	0.009106	0	0
8	prodigal	AFKMEEHG_01085	BB163_AFKMEEHG_01085	DNA replication and repair protein RecF (recF_2)	Y	"AAA domain, putative AbiEii toxin, Type IV TA system"	K03629					0	0.007065	0	0.009547	0.020387	0.009809	0.003902	0	0	0
2017	prodigal	AFKMEEHG_00785	BB163_AFKMEEHG_00785	"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive (aroF)"	Y	3-deoxy-7-phosphoheptulonate synthase	K01626					0.048491	0.0338	0.029413	0.022835	0.020318	0.031284	0.037331	0.070693	0	0
2137	prodigal	AFKMEEHG_02135	BB163_AFKMEEHG_02135	Beta-barrel assembly-enhancing protease (bepA_4)	Y	Peptidase family M48	0					0	0.015821	0.006119	0.009501	0.020289	0.004881	0.005825	0	0	0
929	prodigal	AFKMEEHG_00080	BB163_AFKMEEHG_00080	Protein RecA (recA)	Y	ATP binding	K03553					0.090809	0.050266	0.077761	0.037732	0.020144	0.031016	0.018506	0.054512	0	0
1857	prodigal	AFKMEEHG_00197	BB163_AFKMEEHG_00197	ABC transporter ATP-binding protein uup (uup)	Y	ABC transport system ATP-binding/permease protein	K15738					0.047407	0.030205	0.016175	0.018836	0.020112	0.015053	0.038492	0.043195	0	0
1826	prodigal	AFKMEEHG_00230	BB163_AFKMEEHG_00230	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (lpxD)	Y	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	K02536					0.085224	0.045946	0.053308	0.037625	0.020086	0.061856	0.041519	0.054357	0	0
1492	prodigal	AFKMEEHG_02099	BB163_AFKMEEHG_02099	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase (pglF)	Y	CoA-binding domain	0					0.008875	0.006959	0.008074	0.014627	0.02008	0.030059	0.035869	0.004313	0	0
1510	prodigal	AFKMEEHG_02151	BB163_AFKMEEHG_02151	Histidine--tRNA ligase (hisS)	Y	Anticodon binding domain	K01892					0.101897	0.048638	0.064494	0.05633	0.020048	0.045018	0.026859	0.071047	0	0
2188	prodigal	AFKMEEHG_01376	BB163_AFKMEEHG_01376	hypothetical protein	Y	glycosyltransferase activity	0					0.010623	0.03332	0.009665	0.026262	0.020029	0.019275	0.0138	0	0	0
108	prodigal	AFKMEEHG_01711	BB163_AFKMEEHG_01711	Ribose-5-phosphate isomerase B (rpiB)	Y	Ribose/Galactose Isomerase	K01808					0.078997	0.072272	0.047916	0.027901	0.01986	0.019112	0.057015	0.095973	0	0
171	prodigal	AFKMEEHG_00806	BB163_AFKMEEHG_00806	hypothetical protein	Y	eggnog:COG1407	0					0	0.008236	0	0.014838	0.019804	0.015247	0.013645	0	0	0
1761	prodigal	AFKMEEHG_00296	BB163_AFKMEEHG_00296	Anthranilate synthase component 1 (trpE)	Y	"Anthranilate synthase component I, N terminal region"	K01657					0.0562	0.038195	0.017044	0.034405	0.019781	0.021755	0.016225	0.032773	0	0
1534	prodigal	AFKMEEHG_02175	BB163_AFKMEEHG_02175	Isopentenyl-diphosphate delta-isomerase (fni)	Y	oxidoreductase activity	K01823					0.026185	0.020533	0.019059	0.025895	0.019749	0.022806	0.018143	0.030539	0	0
1743	prodigal	AFKMEEHG_00314	BB163_AFKMEEHG_00314	Heat-inducible transcription repressor HrcA (hrcA)	Y	DNA binding	K03705					0.036659	0.016427	0	0.011098	0.019749	0.030408	0.040821	0	0	0
1152	prodigal	AFKMEEHG_01885	BB163_AFKMEEHG_01885	Butyryl-CoA:acetate CoA-transferase	Y	Acetyl-CoA hydrolase/transferase C-terminal domain	0					0.061012	0.088854	0.055511	0.076959	0.019721	0.031631	0.071714	0.050827	0	0
151	prodigal	AFKMEEHG_01755	BB163_AFKMEEHG_01755	hypothetical protein	Y	eggnog:33PDI	0					0.004338	0.010205	0.003947	0.006128	0.01963	0.012594	0.015028	0.006324	0	0
793	prodigal	AFKMEEHG_01188	BB163_AFKMEEHG_01188	hypothetical protein	Y	Putative citrate transport	0					0.00739	0.020282	0.010085	0.026099	0.019507	0.01609	0.025601	0.026933	0	0
571	prodigal	AFKMEEHG_01261	BB163_AFKMEEHG_01261	Haloalkane dehalogenase 2 (dhmA2)	Y	eggnog:COG2267	0					0.006447	0.020222	0	0.031877	0.019449	0.009358	0.016751	0	0	0
2042	prodigal	AFKMEEHG_00760	BB163_AFKMEEHG_00760	Vitamin B12-binding protein (btuF_2)	Y	Periplasmic binding protein	0					0.019341	0.015166	0.017597	0.027323	0.019449	0.042113	0.016751	0.009399	0	0
2098	prodigal	AFKMEEHG_01466	BB163_AFKMEEHG_01466	hypothetical protein	Y	eggnog:32VSN	0					0.012805	0.015063	0.017476	0.013568	0.019316	0.018588	0.022181	0.009334	0	0
20	prodigal	AFKMEEHG_00476	BB163_AFKMEEHG_00476	hypothetical protein	Y	Tetratricopeptide repeat	0					0	0.005004	0.008708	0.009014	0.01925	0.020841	0.005526	0	0	0
737	prodigal	AFKMEEHG_01068	BB163_AFKMEEHG_01068	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (arnT_2)	Y	4-amino-4-deoxy-L-arabinose transferase	0					0.010912	0.008557	0.006619	0.015416	0.019203	0.0132	0.034653	0.015908	0	0
2111	prodigal	AFKMEEHG_01453	BB163_AFKMEEHG_01453	Ribose import ATP-binding protein RbsA (rbsA)	Y	ATP binding	K23537					0.010912	0.017114	0	0.023124	0.019203	0.01584	0.018902	0	0	0
229	prodigal	AFKMEEHG_00555	BB163_AFKMEEHG_00555	hypothetical protein	Y	NAD(P)H-binding	0					0.012718	0.02992	0.005786	0.017968	0.019185	0.018462	0.027538	0.009271	0	0
165	prodigal	AFKMEEHG_00800	BB163_AFKMEEHG_00800	N-acetylmuramic acid 6-phosphate phosphatase (mupP)	Y	Haloacid dehalogenase-like hydrolase	K01091					0.067373	0.03302	0	0.011898	0.019055	0.012225	0.029175	0	0	0
863	prodigal	AFKMEEHG_00013	BB163_AFKMEEHG_00013	Citrate synthase (aarA)	Y	"Citrate synthase, C-terminal domain"	K01647					0.008346	0.009818	0.011391	0.020635	0.018885	0.012116	0.018072	0.079092	0	0
1481	prodigal	AFKMEEHG_01560	BB163_AFKMEEHG_01560	UTP--glucose-1-phosphate uridylyltransferase (galU)	Y	Nucleotidyl transferase	K00963					0.037517	0.01471	0.017067	0.017667	0.018864	0.02723	0.037909	0.018232	0	0
1554	prodigal	AFKMEEHG_02197	BB163_AFKMEEHG_02197	Succinate--CoA ligase [ADP-forming] subunit alpha (sucD)	Y	CoA binding domain	K01902					0.143815	0.132389	0.079647	0.039751	0.018864	0.02723	0.059571	0.127621	0	0
2128	prodigal	AFKMEEHG_02111	BB163_AFKMEEHG_02111	3-dehydroquinate dehydratase (yqhS)	Y	3-dehydroquinate dehydratase II	K03786					0.012464	0.019548	0	0.035217	0.018801	0.018093	0.010795	0.018171	0	0
1498	prodigal	AFKMEEHG_02093	BB163_AFKMEEHG_02093	hypothetical protein	Y	CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase	0					0.0082	0.028936	0.011191	0.011584	0.018554	0.008927	0.010653	0	0	0
1644	prodigal	AFKMEEHG_00413	BB163_AFKMEEHG_00413	Outer membrane protein assembly factor BamA (bamA_1)	Y	Surface antigen variable number repeat	0					0.009814	0.026936	0.006697	0.019064	0.018505	0.028493	0.027625	0.003577	0	0
1981	prodigal	AFKMEEHG_00616	BB163_AFKMEEHG_00616	hypothetical protein	Y	pfam:PF14907	0					0	0.011484	0	0.017241	0.018408	0.017715	0.008456	0	0	0
346	prodigal	AFKMEEHG_00593	BB163_AFKMEEHG_00593	hypothetical protein	Y	DNA polymerase IV	0					0	0	0	0.005742	0.018392	0.0059	0.00704	0.011851	0	0
377	prodigal	AFKMEEHG_00654	BB163_AFKMEEHG_00654	Antibiotic efflux pump outer membrane protein ArpC (arpC)	Y	Outer membrane efflux protein	K12340					0	0.012749	0.011094	0.011484	0.018392	0.017699	0.01056	0.023701	0	0
371	prodigal	AFKMEEHG_00646	BB163_AFKMEEHG_00646	hypothetical protein	Y	#N/A	0					0.02428	0	0	0.017151	0.018313	0.017623	0.021029	0	0	0
688	prodigal	AFKMEEHG_00007	BB163_AFKMEEHG_00007	Nitrogen fixation protein VnfA (vnfA)	Y	"Bacterial regulatory protein, Fis family"	K02584					0.045092	0.095201	0.056806	0.078404	0.018313	0.02014	0.012017	0	0	0
1242	prodigal	AFKMEEHG_01794	BB163_AFKMEEHG_01794	Trk system potassium uptake protein TrkA (trkA)	Y	Trk system potassium uptake protein trkA	K03499					0.008093	0.025387	0.014727	0.020009	0.018313	0.014686	0.00701	0.0059	0	0
1750	prodigal	AFKMEEHG_00307	BB163_AFKMEEHG_00307	Lipoprotein-releasing system ATP-binding protein LolD (lolD_1)	Y	ABC transporter	K09810					0.016117	0.006319	0	0.034154	0.018234	0.040943	0.027918	0	0	0
1057	prodigal	AFKMEEHG_00936	BB163_AFKMEEHG_00936	Serine-pyruvate aminotransferase	Y	Aminotransferase class-V	0					0.062803	0.030307	0	0.04095	0.018218	0.028051	0.041841	0.07043	0	0
523	prodigal	AFKMEEHG_01357	BB163_AFKMEEHG_01357	SsrA-binding protein (smpB)	Y	RNA binding	K03664					0	0.028376	0	0.01704	0.018194	0.017509	0	0	0	0
738	prodigal	AFKMEEHG_01069	BB163_AFKMEEHG_01069	Dodecaprenyl-phosphate galacturonate synthase (rgtE_1)	Y	Glycosyl transferase family 2	0					0.018093	0.009459	0	0.00852	0.018194	0.008755	0.010447	0	0	0
826	prodigal	AFKMEEHG_01155	BB163_AFKMEEHG_01155	UvrABC system protein B (uvrB)	Y	excinuclease ABC subunit B	K03702					0.03205	0.029322	0.00486	0.018866	0.018129	0.017447	0.011566	0.027256	0	0
810	prodigal	AFKMEEHG_01171	BB163_AFKMEEHG_01171	Bacteriochlorophyllide d C-8(2)-methyltransferase (bchQ)	Y	bacteriochlorophyllide d C-8(2)-methyltransferase	0					0.011985	0.009398	0.007269	0.016931	0.018078	0.011598	0.020759	0.005824	0	0
1388	prodigal	AFKMEEHG_01236	BB163_AFKMEEHG_01236	"6,7-dimethyl-8-ribityllumazine synthase (ribH)"	Y	"6,7-dimethyl-8-ribityllumazine synthase"	K00794					0.023969	0.009398	0.010904	0.042328	0.018078	0.026095	0.031139	0.034944	0	0
1509	prodigal	AFKMEEHG_02150	BB163_AFKMEEHG_02150	PTS system fructose-specific EIIABC component (fruA)	Y	"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"	K02770					0.011985	0.009398	0	0.008466	0.018078	0.008698	0.01038	0	0	0
1731	prodigal	AFKMEEHG_00326	BB163_AFKMEEHG_00326	hypothetical protein	Y	MerR HTH family regulatory protein	0					0	0.018796	0.010904	0.016931	0.018078	0.008698	0	0	0	0
1809	prodigal	AFKMEEHG_00248	BB163_AFKMEEHG_00248	15-cis-phytoene synthase (crtB)	Y	15-cis-phytoene synthase	K02291					0.035954	0.032893	0.021808	0.016931	0.018078	0.017397	0.025949	0.008736	0	0
687	prodigal	AFKMEEHG_00006	BB163_AFKMEEHG_00006	2-phosphonomethylmalate synthase (frbC)	Y	HMGL-like	K02594					0.042924	0.093501	0.078108	0.033689	0.017986	0.010385	0.033046	0	0	0
2049	prodigal	AFKMEEHG_00753	BB163_AFKMEEHG_00753	Siroheme synthase (cysG_1)	Y	Cobalamin synthesis G C-terminus	K05936					0.023741	0.004654	0.0054	0.01677	0.017906	0.021539	0.00257	0	0	0
677	prodigal	AFKMEEHG_01946	BB163_AFKMEEHG_01946	CRISPR pre-crRNA endoribonuclease Cas5d (cas5d)	Y	CRISPR-associated protein Cas5d	K19119					0.047331	0.06186	0.035887	0.033434	0.017849	0.040079	0.020497	0.046002	0	0
1311	prodigal	AFKMEEHG_00686	BB163_AFKMEEHG_00686	Acyl carrier protein (acpP)	Y	Phosphopantetheine attachment site	K02078					0.023666	0.09279	0.021532	0.066867	0.017849	0.085883	0.040993	0.138006	0	0
60	prodigal	AFKMEEHG_01663	BB163_AFKMEEHG_01663	hypothetical protein	Y	"glycosyl transferase, family 25"	K07270					0	0.01232	0.007147	0.016647	0.017774	0.005702	0.006804	0	0	0
591	prodigal	AFKMEEHG_01922	BB163_AFKMEEHG_01922	Calcium-transporting ATPase 1	Y	"Cation transporter/ATPase, N-terminus"	0					0.002142	0.005038	0.003897	0.007564	0.017767	0.012435	0.007419	0	0	0
181	prodigal	AFKMEEHG_00816	BB163_AFKMEEHG_00816	hypothetical protein	Y	Leucine Rich repeats (2 copies)	0					0.023487	0.025785	0.029918	0.016591	0.017714	0.030685	0.036616	0.04109	0	0
758	prodigal	AFKMEEHG_01484	BB163_AFKMEEHG_01484	Adaptive-response sensory-kinase SasA (sasA_1)	Y	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	0					0.009014	0.014138	0.004921	0.017829	0.017677	0.01832	0.012492	0.005257	0	0
973	prodigal	AFKMEEHG_00851	BB163_AFKMEEHG_00851	Cysteine desulfurase NifS (nifS)	Y	Aminotransferase class-V	K04487					0.065273	0.062153	0.008484	0.026347	0.017582	0.01692	0.036342	0.040782	0	0
2127	prodigal	AFKMEEHG_02112	BB163_AFKMEEHG_02112	Inner membrane protein YbhL (ybhL)	Y	Inhibitor of apoptosis-promoting Bax1	K06890					0.015515	0.01825	0.014116	0.016439	0.017553	0.016892	0.020156	0.022619	0	0
1998	prodigal	AFKMEEHG_01974	BB163_AFKMEEHG_01974	Catalase-peroxidase (katG)	Y	catalase-peroxidase	K03782					0.028366	0.014155	0.01877	0.010929	0.017504	0.028075	0.024568	0.048873	0	0
652	prodigal	AFKMEEHG_02007	BB163_AFKMEEHG_02007	putative ABC transporter ATP-binding protein YheS (yheS)	Y	ABC transporter	K06158					0.054903	0.036256	0.023662	0.0347	0.017435	0.02307	0.035038	0.016851	0	0
1655	prodigal	AFKMEEHG_00402	BB163_AFKMEEHG_00402	Leucine--tRNA ligase (leuS)	Y	ATP binding	K01869					0.062397	0.012686	0.010513	0.017957	0.01743	0.02516	0.024018	0.033691	0	0
146	prodigal	AFKMEEHG_01750	BB163_AFKMEEHG_01750	Glutamate-pyruvate aminotransferase AlaC (alaC)	Y	Aminotransferase class I and II	K14261					0.03693	0.0362	0.0294	0.022826	0.017408	0.030155	0.027987	0.03365	0	0
587	prodigal	AFKMEEHG_01926	BB163_AFKMEEHG_01926	Efflux pump membrane transporter BepE (bepE)	Y	AcrB/AcrD/AcrF family	K18138					0.008844	0.004161	0.006437	0.011245	0.017342	0.01027	0.013787	0.007736	0	0
1906	prodigal	AFKMEEHG_01536	BB163_AFKMEEHG_01536	hypothetical protein	Y	0	0					0.036569	0.03943	0.029113	0.041976	0.017238	0.033177	0.067303	0.019992	0	0
988	prodigal	AFKMEEHG_00866	BB163_AFKMEEHG_00866	Glycogen synthase (glgA)	Y	Starch synthase catalytic domain	K00703					0.095	0.038738	0.038031	0.029526	0.017196	0.038613	0.032911	0.038779	0	0
1723	prodigal	AFKMEEHG_00334	BB163_AFKMEEHG_00334	Protease HtpX (htpX_1)	Y	"CAAX prenyl protease N-terminal, five membrane helices"	K06013					0.013647	0.007134	0.012416	0.019279	0.017154	0.029714	0.019699	0.006632	0	0
1828	prodigal	AFKMEEHG_00228	BB163_AFKMEEHG_00228	Macrolide export ATP-binding/permease protein MacB (macB_2)	Y	FtsX-like permease family	K02004					0.009098	0.017836	0.008277	0.012853	0.017154	0.01981	0.00788	0.006632	0	0
998	prodigal	AFKMEEHG_00876	BB163_AFKMEEHG_00876	Cysteine--tRNA ligase (cysS)	Y	ATP binding	K01883					0.068123	0.023742	0.024104	0.034753	0.017126	0.038456	0.016389	0.04414	0	0
1403	prodigal	AFKMEEHG_02239	BB163_AFKMEEHG_02239	Undecaprenyl-phosphate mannosyltransferase	Y	Dolichyl-phosphate beta-D-mannosyltransferase	K00721					0.007569	0.011871	0	0.005347	0.017126	0.005494	0.019667	0	0	0
1333	prodigal	AFKMEEHG_00709	BB163_AFKMEEHG_00709	Peptide chain release factor RF2 (prfB)	Y	PCRF domain	K02836					0.052771	0.041382	0.054872	0.026625	0.017057	0.021886	0.032646	0.065942	0	0
584	prodigal	AFKMEEHG_01929	BB163_AFKMEEHG_01929	Rubrerythrin-2 (rbr2)	Y	Rubrerythrin	0					0.04505	0.026496	0.010247	0.023867	0.016989	0.024523	0.029263	0.032839	0	0
858	prodigal	AFKMEEHG_01123	BB163_AFKMEEHG_01123	Chlorophyllide reductase 52.5 kDa chain (bchY)	Y	"3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Y"	K11334					0.031535	0.014131	0.004099	0.015911	0.016989	0.022888	0.015607	0.006568	0	0
1648	prodigal	AFKMEEHG_00409	BB163_AFKMEEHG_00409	putative transcriptional regulatory protein	Y	Transcriptional regulator	0					0.082262	0.070372	0.068041	0.02113	0.016921	0.010856	0.032385	0.04361	0	0
90	prodigal	AFKMEEHG_01693	BB163_AFKMEEHG_01693	Lipoprotein-releasing system transmembrane protein LolC (lolC)	Y	FtsX-like permease family	K09808					0.004483	0.007032	0.004079	0.009501	0.016907	0.009762	0.003883	0	0	0
1599	prodigal	AFKMEEHG_00458	BB163_AFKMEEHG_00458	Transcription antitermination protein NusB (nusB)	Y	NusB family	K03625					0.134342	0.079011	0.040743	0.071171	0.016887	0.065004	0.087264	0.065284	0	0
1751	prodigal	AFKMEEHG_00306	BB163_AFKMEEHG_00306	Gamma-glutamyl phosphate reductase (proA)	Y	glutamate-5-semialdehyde dehydrogenase	K00147					0.04462	0.013996	0.016239	0.028367	0.016827	0.02267	0.015458	0.032525	0	0
1810	prodigal	AFKMEEHG_00247	BB163_AFKMEEHG_00247	GTPase HflX (hflX)	Y	50S ribosome-binding GTPase	K03665					0.049082	0.024493	0.044657	0.031518	0.016827	0.029147	0.023187	0.03903	0	0
2069	prodigal	AFKMEEHG_01103	BB163_AFKMEEHG_01103	Tellurite resistance protein TehA (tehA)	Y	Voltage-dependent anion channel	0					0	0.008701	0	0.003919	0.016737	0.016106	0.019219	0	0	0
1535	prodigal	AFKMEEHG_02176	BB163_AFKMEEHG_02176	hypothetical protein	Y	FtsX-like permease family	K09808					0	0.006948	0	0.009388	0.016707	0.003216	0.019185	0	0	0
1125	prodigal	AFKMEEHG_01004	BB163_AFKMEEHG_01004	Tryptophan--tRNA ligase (trpS)	Y	ATP binding	K01867					0.04399	0.025872	0.010006	0.023305	0.016589	0.023946	0.023812	0.032066	0	0
74	prodigal	AFKMEEHG_01677	BB163_AFKMEEHG_01677	UTP--glucose-1-phosphate uridylyltransferase (cugP_2)	Y	Bacterial transferase hexapeptide (six repeats)	0					0.008757	0.0103	0.015935	0.018557	0.016511	0.025423	0.007584	0.01915	0	0
543	prodigal	AFKMEEHG_00155	BB163_AFKMEEHG_00155	Histidinol dehydrogenase (hisD)	Y	Histidinol dehydrogenase	K00013					0.087569	0.037768	0.059755	0.034021	0.016511	0.038135	0.034129	0.044682	0	0
2052	prodigal	AFKMEEHG_00750	BB163_AFKMEEHG_00750	hypothetical protein	Y	Fic/DOC family	0					0.047378	0.022863	0.006632	0.025743	0.016492	0.021161	0.012626	0	0	0
914	prodigal	AFKMEEHG_00065	BB163_AFKMEEHG_00065	hypothetical protein	Y	Mechanosensitive ion channel	0					0.005451	0.008549	0.004959	0.015401	0.016444	0.011868	0.028325	0.007946	0	0
57	prodigal	AFKMEEHG_01660	BB163_AFKMEEHG_01660	Protein glycosylation K (pglK_2)	Y	ABC transporter	K24846					0.003111	0.009758	0.008491	0.010987	0.016423	0.018063	0.013471	0.004535	0	0
497	prodigal	AFKMEEHG_01331	BB163_AFKMEEHG_01331	hypothetical protein	Y	Cold-shock' DNA-binding domain	K03704					0.021739	0	0.019779	0.015356	0.016396	0	0.018828	0	0	0
1925	prodigal	AFKMEEHG_00141	BB163_AFKMEEHG_00141	hypothetical protein	Y	chlorobactene lauroyltransferase	0					0.014493	0.017048	0.006593	0.015356	0.016396	0.010519	0.012552	0	0	0
943	prodigal	AFKMEEHG_00094	BB163_AFKMEEHG_00094	Single-stranded DNA-binding protein (ssb)	Y	Single-strand binding protein family	K03111					0.086455	0.093219	0.049163	0.053436	0.016301	0.015687	0.037439	0.06302	0	0
985	prodigal	AFKMEEHG_00863	BB163_AFKMEEHG_00863	hypothetical protein	Y	eggnog:1FDC1	0					0.002156	0.013528	0.001962	0.010662	0.016264	0.017216	0.016809	0	0	0
1390	prodigal	AFKMEEHG_01238	BB163_AFKMEEHG_01238	Threonine synthase (thrC)	Y	Pyridoxal-phosphate dependent enzyme	K01733					0.060171	0.023592	0.015642	0.021251	0.016208	0.018717	0.037224	0.018797	0	0
92	prodigal	AFKMEEHG_01695	BB163_AFKMEEHG_01695	hypothetical protein	Y	"two-component system, cell cycle response regulator"	0					0.004288	0.003363	0	0.006058	0.016171	0.006225	0.003714	0	0	0
223	prodigal	AFKMEEHG_00561	BB163_AFKMEEHG_00561	hypothetical protein	Y	DNA binding	0					0	0	0	0	0.016024	0	0	0.030973	0	0
803	prodigal	AFKMEEHG_01178	BB163_AFKMEEHG_01178	hypothetical protein	Y	Lipopolysaccharide-assembly	0					0	0	0	0.007504	0.016024	0	0.0092	0	0	0
2190	prodigal	AFKMEEHG_01378	BB163_AFKMEEHG_01378	UDP-N-acetyl-D-glucosamine 6-dehydrogenase (wbpA_1)	Y	NAD binding	K02474					0.025437	0.006649	0	0.011978	0.015987	0.009231	0.003672	0.012361	0	0
878	prodigal	AFKMEEHG_00029	BB163_AFKMEEHG_00029	Sporulation initiation inhibitor protein Soj (soj_1)	Y	AAA domain	K03496					0.02822	0.02213	0.057771	0.034884	0.015963	0.035844	0.024441	0.030856	0	0
984	prodigal	AFKMEEHG_00862	BB163_AFKMEEHG_00862	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosa mine O-acyltransferase (lpxA)	Y	UDP-N-acetylglucosamine acyltransferase	K00677					0.105428	0.038581	0.044764	0.024824	0.015903	0.040811	0.036524	0.06148	0	0
823	prodigal	AFKMEEHG_01158	BB163_AFKMEEHG_01158	hypothetical protein	Y	Tetratricopeptide repeat	0					0.010503	0.016473	0	0.014838	0.015844	0.007623	0.018194	0	0	0
593	prodigal	AFKMEEHG_01053	BB163_AFKMEEHG_01053	hypothetical protein	Y	LGFP repeat	0					0	0	0	0.011098	0.015799	0.019005	0.013607	0.038174	0	0
829	prodigal	AFKMEEHG_01152	BB163_AFKMEEHG_01152	hypothetical protein	Y	lipopolysaccharide export system permease protein	K11720					0.020773	0.012217	0.004725	0.011005	0.015667	0.022616	0.013494	0.007571	0	0
2186	prodigal	AFKMEEHG_01374	BB163_AFKMEEHG_01374	"N-acetylgalactosamine-N,N'-diacetylbacillosaminy l-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase (pglJ_1)"	Y	Glycosyltransferase Family 4	0					0.01558	0.012217	0.014175	0.011005	0.015667	0.011308	0.008996	0.007571	0	0
23	prodigal	AFKMEEHG_00473	BB163_AFKMEEHG_00473	Hydroxylamine reductase (hcp)	Y	hydroxylamine reductase	K05601					0.031045	0.01082	0.006277	0.012183	0.01561	0.015022	0.026888	0.040231	0	0
257	prodigal	AFKMEEHG_00527	BB163_AFKMEEHG_00527	ECF RNA polymerase sigma factor SigW (sigW)	Y	DNA-binding transcription factor activity	K03088					0.010329	0.0162	0.009398	0.036481	0.015581	0.014994	0.008946	0	0	0
1515	prodigal	AFKMEEHG_02156	BB163_AFKMEEHG_02156	Ribosome maturation factor RimP (rimP)	Y	RimP C-terminal SH3 domain	0					0.020658	0.0081	0.028194	0.021889	0.015581	0.007497	0.008946	0	0	0
1907	prodigal	AFKMEEHG_01537	BB163_AFKMEEHG_01537	hypothetical protein	Y	#N/A	0					0.024102	0.0243	0.018796	0.036481	0.015581	0.034986	0.02982	0.040156	0	0
2125	prodigal	AFKMEEHG_02114	BB163_AFKMEEHG_02114	ATP-dependent protease subunit ClpQ (clpQ)	Y	ATP-dependent protease subunit HslV	K01419					0.020545	0.016111	0	0.029025	0.015495	0	0	0	0	0
1262	prodigal	AFKMEEHG_01773	BB163_AFKMEEHG_01773	Orotidine 5'-phosphate decarboxylase (pyrF)	Y	de novo' pyrimidine nucleobase biosynthetic process	K01591					0.02047	0.005351	0	0.00964	0.015439	0.014857	0.017729	0	0	0
1838	prodigal	AFKMEEHG_00218	BB163_AFKMEEHG_00218	3-methyl-2-oxobutanoate hydroxymethyltransferase (panB)	Y	3-methyl-2-oxobutanoate hydroxymethyltransferase	K00606					0	0	0	0.00964	0.015439	0	0	0	0	0
35	prodigal	AFKMEEHG_01057	BB163_AFKMEEHG_01057	High-affinity proline transporter PutP (putP)	Y	membrane	K03307					0	0.012832	0.003722	0.011559	0.015427	0.011877	0.01063	0.005964	0	0
603	prodigal	AFKMEEHG_01301	BB163_AFKMEEHG_01301	putative protein YxeI (yxeI)	Y	"Linear amide C-N hydrolases, choloylglycine hydrolase family"	0					0.035757	0.024034	0.009295	0.032474	0.015411	0.011123	0.004424	0.014894	0	0
506	prodigal	AFKMEEHG_01340	BB163_AFKMEEHG_01340	Ribonuclease	Y	Beta-Casp domain	K07576					0.008076	0.006333	0.014696	0.008557	0.015228	0.017585	0.006995	0.035321	0	0
1318	prodigal	AFKMEEHG_00694	BB163_AFKMEEHG_00694	2-isopropylmalate synthase (leuA_1)	Y	2-isopropylmalate synthase	K01649					0.046823	0.018359	0.018258	0.011812	0.015135	0.012137	0.014483	0.019504	0	0
39	prodigal	AFKMEEHG_02056	BB163_AFKMEEHG_02056	hypothetical protein	Y	Cell Wall Hydrolase	0					0	0	0.009096	0.007062	0.015081	0.007256	0	0	0	0
