gene_callers_id	source	accession	function	e_value
757	prodigal	AFKMEEHG_01483	Transcriptional regulatory protein CusR (cusR_2)	0
758	prodigal	AFKMEEHG_01484	Adaptive-response sensory-kinase SasA (sasA_1)	0
759	prodigal	AFKMEEHG_01485	Chlorosome envelope protein B (csmB_2)	0
760	prodigal	AFKMEEHG_01486	hypothetical protein	0
761	prodigal	AFKMEEHG_01487	hypothetical protein	0
762	prodigal	AFKMEEHG_01488	hypothetical protein	0
763	prodigal	AFKMEEHG_01489	hypothetical protein	0
764	prodigal	AFKMEEHG_01490	3-phytase (phy)	0
765	prodigal	AFKMEEHG_01491	Vitamin B12 transporter BtuB (btuB_4)	0
766	prodigal	AFKMEEHG_01492	hypothetical protein	0
767	prodigal	AFKMEEHG_01493	hypothetical protein	0
768	prodigal	AFKMEEHG_01494	hypothetical protein	0
769	prodigal	AFKMEEHG_01495	hypothetical protein	0
770	prodigal	AFKMEEHG_01496	hypothetical protein	0
771	prodigal	AFKMEEHG_01392	Type IV secretion system protein virB4 (virB4)	0
772	prodigal	AFKMEEHG_01393	hypothetical protein	0
773	prodigal	AFKMEEHG_01394	hypothetical protein	0
774	prodigal	AFKMEEHG_01395	Type IV secretion system protein VirB11	0
775	prodigal	AFKMEEHG_01396	hypothetical protein	0
776	prodigal	AFKMEEHG_01397	hypothetical protein	0
777	prodigal	AFKMEEHG_01398	"dTDP-glucose 4,6-dehydratase (rfbB)"	0
778	prodigal	AFKMEEHG_01204	dTDP-4-dehydrorhamnose reductase (rmlD)	0
779	prodigal	AFKMEEHG_01203	"dTDP-4-dehydrorhamnose 3,5-epimerase (rfbC_2)"	0
780	prodigal	AFKMEEHG_01202	Glucose-1-phosphate thymidylyltransferase 1 (rfbA)	0
781	prodigal	AFKMEEHG_01201	Alginate biosynthesis protein AlgA (algA)	0
782	prodigal	AFKMEEHG_01200	hypothetical protein	0
783	prodigal	AFKMEEHG_01199	"3'(2'),5'-bisphosphate nucleotidase CysQ (cysQ)"	0
784	prodigal	AFKMEEHG_01198	hypothetical protein	0
785	prodigal	AFKMEEHG_01197	Cytochrome bc complex cytochrome b subunit (petB)	0
786	prodigal	AFKMEEHG_01196	Cytochrome b6-f complex iron-sulfur subunit (petC_2)	0
787	prodigal	AFKMEEHG_01195	hypothetical protein	0
788	prodigal	AFKMEEHG_01193	Glutamate--tRNA ligase (gltX)	0
789	prodigal	AFKMEEHG_01192	ATP-dependent zinc metalloprotease FtsH (ftsH_3)	0
790	prodigal	AFKMEEHG_01191	hypothetical protein	0
791	prodigal	AFKMEEHG_01190	DNA-binding protein HU 1 (hupA)	0
792	prodigal	AFKMEEHG_01189	hypothetical protein	0
793	prodigal	AFKMEEHG_01188	hypothetical protein	0
794	prodigal	AFKMEEHG_01187	Adenine phosphoribosyltransferase (apt)	0
795	prodigal	AFKMEEHG_01186	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB (mtaB)	0
796	prodigal	AFKMEEHG_01185	hypothetical protein	0
797	prodigal	AFKMEEHG_01184	Peptidoglycan glycosyltransferase MrdB (mrdB)	0
798	prodigal	AFKMEEHG_01183	GTPase Era (era)	0
799	prodigal	AFKMEEHG_01182	30S ribosomal protein S1 (rpsA)	0
800	prodigal	AFKMEEHG_01181	Cytidylate kinase (cmk)	0
801	prodigal	AFKMEEHG_01180	Ribosome-binding ATPase YchF (ychF)	0
802	prodigal	AFKMEEHG_01179	Glutamate racemase (murI)	0
803	prodigal	AFKMEEHG_01178	hypothetical protein	0
804	prodigal	AFKMEEHG_01177	3-beta-hydroxycholanate 3-dehydrogenase (NAD( )) 2	0
805	prodigal	AFKMEEHG_01176	Ribulose bisphosphate carboxylase-like protein	0
806	prodigal	AFKMEEHG_01175	"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (lsrF)"	0
807	prodigal	AFKMEEHG_01174	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase (hcaB)	0
808	prodigal	AFKMEEHG_01173	hypothetical protein	0
809	prodigal	AFKMEEHG_01172	hypothetical protein	0
810	prodigal	AFKMEEHG_01171	Bacteriochlorophyllide d C-8(2)-methyltransferase (bchQ)	0
811	prodigal	AFKMEEHG_01170	Regulatory protein RecX (recX)	0
812	prodigal	AFKMEEHG_01169	Uridylate kinase (pyrH)	0
813	prodigal	AFKMEEHG_01168	Elongation factor Ts (tsf)	0
814	prodigal	AFKMEEHG_01167	30S ribosomal protein S2 (rpsB)	0
815	prodigal	AFKMEEHG_01166	30S ribosomal protein S9 (rpsI)	0
816	prodigal	AFKMEEHG_01165	50S ribosomal protein L13 (rplM)	0
817	prodigal	AFKMEEHG_01164	GTPase Der (der_2)	0
818	prodigal	AFKMEEHG_01163	Iron-sulfur cluster carrier protein (apbC)	0
819	prodigal	AFKMEEHG_01162	Fe/S biogenesis protein NfuA (nfuA)	0
820	prodigal	AFKMEEHG_01161	hypothetical protein	0
821	prodigal	AFKMEEHG_01160	Aminomethyltransferase (gcvT)	0
822	prodigal	AFKMEEHG_01159	hypothetical protein	0
823	prodigal	AFKMEEHG_01158	hypothetical protein	0
824	prodigal	AFKMEEHG_01157	hypothetical protein	0
825	prodigal	AFKMEEHG_01156	GTP pyrophosphokinase (relA)	0
826	prodigal	AFKMEEHG_01155	UvrABC system protein B (uvrB)	0
827	prodigal	AFKMEEHG_01154	hypothetical protein	0
828	prodigal	AFKMEEHG_01153	hypothetical protein	0
829	prodigal	AFKMEEHG_01152	hypothetical protein	0
830	prodigal	AFKMEEHG_01151	Adenosyl-chloride synthase (salL)	0
831	prodigal	AFKMEEHG_01150	Ktr system potassium uptake protein A (ktrA)	0
832	prodigal	AFKMEEHG_01149	hypothetical protein	0
833	prodigal	AFKMEEHG_01148	RNA polymerase sigma factor SigA (sigA)	0
834	prodigal	AFKMEEHG_01147	Valine--tRNA ligase (valS)	0
835	prodigal	AFKMEEHG_01146	ATP-dependent Clp protease proteolytic subunit (clpP)	0
836	prodigal	AFKMEEHG_01145	Flavin-dependent thymidylate synthase (thyX)	0
837	prodigal	AFKMEEHG_01144	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (accD)	0
838	prodigal	AFKMEEHG_01143	Outer membrane protein assembly factor BamA (bamA_2)	0
839	prodigal	AFKMEEHG_01142	5'-nucleotidase SurE (surE)	0
840	prodigal	AFKMEEHG_01141	Putative cysteine ligase BshC (bshC)	0
841	prodigal	AFKMEEHG_01140	Thiol:disulfide interchange protein DsbD (dsbD_2)	0
842	prodigal	AFKMEEHG_01139	Cytochrome c biogenesis protein CcsA (ccsA)	0
843	prodigal	AFKMEEHG_01138	hypothetical protein	0
844	prodigal	AFKMEEHG_01137	hypothetical protein	0
845	prodigal	AFKMEEHG_01136	putative adenylyltransferase/sulfurtransferase MoeZ (moeZ)	0
846	prodigal	AFKMEEHG_01135	hypothetical protein	0
847	prodigal	AFKMEEHG_01134	Anthranilate synthase component 2 (trpG)	0
848	prodigal	AFKMEEHG_01133	hypothetical protein	0
849	prodigal	AFKMEEHG_01132	hypothetical protein	0
850	prodigal	AFKMEEHG_01131	hypothetical protein	0
851	prodigal	AFKMEEHG_01130	hypothetical protein	0
852	prodigal	AFKMEEHG_01129	hypothetical protein	0
853	prodigal	AFKMEEHG_01128	Succinate semialdehyde dehydrogenase [NAD(P) ] Sad (sad)	0
854	prodigal	AFKMEEHG_01127	Small ribosomal subunit biogenesis GTPase RsgA (rsgA)	0
855	prodigal	AFKMEEHG_01126	ATP-dependent DNA helicase RecG (recG)	0
856	prodigal	AFKMEEHG_01125	50S ribosomal protein L31 (rpmE)	0
857	prodigal	AFKMEEHG_01124	Ribosome-recycling factor (frr)	0
858	prodigal	AFKMEEHG_01123	Chlorophyllide reductase 52.5 kDa chain (bchY)	0
859	prodigal	AFKMEEHG_01122	hypothetical protein	0
860	prodigal	AFKMEEHG_00010	"8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase (kdsB_1)"	0
861	prodigal	AFKMEEHG_00011	hypothetical protein	0
862	prodigal	AFKMEEHG_00012	Glutamyl-tRNA(Gln) amidotransferase subunit C (gatC)	0
863	prodigal	AFKMEEHG_00013	Citrate synthase (aarA)	0
864	prodigal	AFKMEEHG_00014	Amino-acid carrier protein AlsT (alsT)	0
865	prodigal	AFKMEEHG_00016	hypothetical protein	0
866	prodigal	AFKMEEHG_00017	hypothetical protein	0
867	prodigal	AFKMEEHG_00018	hypothetical protein	0
868	prodigal	AFKMEEHG_00019	Cell division coordinator CpoB (cpoB_1)	0
869	prodigal	AFKMEEHG_00020	Isochorismate synthase MenF (menF_1)	0
870	prodigal	AFKMEEHG_00021	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene -1-carboxylate synthase (menD)	0
871	prodigal	AFKMEEHG_00022	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carbox ylate synthase (menH)"	0
872	prodigal	AFKMEEHG_00023	"1,4-dihydroxy-2-naphthoyl-CoA synthase (menB)"	0
873	prodigal	AFKMEEHG_00024	o-succinylbenzoate synthase (menC)	0
874	prodigal	AFKMEEHG_00025	2-succinylbenzoate--CoA ligase (menE)	0
875	prodigal	AFKMEEHG_00026	hypothetical protein	0
876	prodigal	AFKMEEHG_00027	4-hydroxy-tetrahydrodipicolinate reductase (dapB)	0
877	prodigal	AFKMEEHG_00028	Stage 0 sporulation protein J (spo0J)	0
878	prodigal	AFKMEEHG_00029	Sporulation initiation inhibitor protein Soj (soj_1)	0
879	prodigal	AFKMEEHG_00030	Putative 3-methyladenine DNA glycosylase	0
880	prodigal	AFKMEEHG_00031	Magnesium transporter MgtE	0
881	prodigal	AFKMEEHG_00032	Electron transfer flavoprotein-ubiquinone oxidoreductase	0
882	prodigal	AFKMEEHG_00033	tRNA-specific 2-thiouridylase MnmA (mnmA)	0
883	prodigal	AFKMEEHG_00034	Carboxylesterase 2 (estB)	0
884	prodigal	AFKMEEHG_00035	Methionine synthase (metH)	0
885	prodigal	AFKMEEHG_00036	"putative L,D-transpeptidase YcbB (ycbB)"	0
886	prodigal	AFKMEEHG_00037	hypothetical protein	0
887	prodigal	AFKMEEHG_00038	hypothetical protein	0
888	prodigal	AFKMEEHG_00039	hypothetical protein	0
889	prodigal	AFKMEEHG_00040	Transketolase (tkt)	0
890	prodigal	AFKMEEHG_00041	6-phosphogluconolactonase (pgl)	0
891	prodigal	AFKMEEHG_00042	Glucose-6-phosphate 1-dehydrogenase (zwf)	0
892	prodigal	AFKMEEHG_00043	"6-phosphogluconate dehydrogenase, NAD( )-dependent, decarboxylating"	0
893	prodigal	AFKMEEHG_00044	Sensor histidine kinase RcsC (rcsC_1)	0
894	prodigal	AFKMEEHG_00045	GDP-mannose-dependent alpha-mannosyltransferase (mgtA)	0
895	prodigal	AFKMEEHG_00046	hypothetical protein	0
896	prodigal	AFKMEEHG_00047	hypothetical protein	0
897	prodigal	AFKMEEHG_00048	"4,4'-diaponeurosporen-aldehyde dehydrogenase (aldH1)"	0
898	prodigal	AFKMEEHG_00049	hypothetical protein	0
899	prodigal	AFKMEEHG_00050	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (rlmB_1)	0
900	prodigal	AFKMEEHG_00051	hypothetical protein	0
901	prodigal	AFKMEEHG_00052	hypothetical protein	0
902	prodigal	AFKMEEHG_00053	hypothetical protein	0
903	prodigal	AFKMEEHG_00054	CAI-1 autoinducer sensor kinase/phosphatase CqsS (cqsS)	0
904	prodigal	AFKMEEHG_00055	hypothetical protein	0
905	prodigal	AFKMEEHG_00056	hypothetical protein	0
906	prodigal	AFKMEEHG_00057	Putative cation/proton antiporter YbaL (ybaL)	0
907	prodigal	AFKMEEHG_00058	putative cation-transporting ATPase F (ctpF)	0
908	prodigal	AFKMEEHG_00059	hypothetical protein	0
909	prodigal	AFKMEEHG_00060	Anaerobic sulfite reductase subunit A (asrA)	0
910	prodigal	AFKMEEHG_00061	"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit (pyrK_1)"	0
911	prodigal	AFKMEEHG_00062	hypothetical protein	0
912	prodigal	AFKMEEHG_00063	NAD-reducing hydrogenase HoxS subunit beta (hoxH)	0
913	prodigal	AFKMEEHG_00064	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (slyD)	0
914	prodigal	AFKMEEHG_00065	hypothetical protein	0
915	prodigal	AFKMEEHG_00066	hypothetical protein	0
916	prodigal	AFKMEEHG_00067	Protein YrdA (yrdA)	0
917	prodigal	AFKMEEHG_00068	Lipopolysaccharide export system ATP-binding protein LptB (lptB)	0
918	prodigal	AFKMEEHG_00069	hypothetical protein	0
919	prodigal	AFKMEEHG_00070	hypothetical protein	0
920	prodigal	AFKMEEHG_00071	Putative aminoacrylate hydrolase RutD (rutD_1)	0
921	prodigal	AFKMEEHG_00072	3-phosphoshikimate 1-carboxyvinyltransferase 1 (aroA1)	0
922	prodigal	AFKMEEHG_00073	hypothetical protein	0
923	prodigal	AFKMEEHG_00074	Putative cystathionine beta-synthase (cbs)	0
924	prodigal	AFKMEEHG_00075	Alanine racemase 1 (alr1)	0
925	prodigal	AFKMEEHG_00076	hypothetical protein	0
926	prodigal	AFKMEEHG_00077	hypothetical protein	0
927	prodigal	AFKMEEHG_00078	Aspartate-semialdehyde dehydrogenase 2 (asd2)	0
928	prodigal	AFKMEEHG_00079	tRNA-dihydrouridine synthase B (dusB)	0
929	prodigal	AFKMEEHG_00080	Protein RecA (recA)	0
930	prodigal	AFKMEEHG_00081	hypothetical protein	0
931	prodigal	AFKMEEHG_00082	putative zinc protease	0
932	prodigal	AFKMEEHG_00083	Trigger factor (tig)	0
933	prodigal	AFKMEEHG_00084	hypothetical protein	0
934	prodigal	AFKMEEHG_00085	putative nicotinate-nucleotide pyrophosphorylase [carboxylating] (nadC_1)	0
935	prodigal	AFKMEEHG_00086	hypothetical protein	0
936	prodigal	AFKMEEHG_00087	hypothetical protein	0
937	prodigal	AFKMEEHG_00088	hypothetical protein	0
938	prodigal	AFKMEEHG_00089	hypothetical protein	0
939	prodigal	AFKMEEHG_00090	Bacteriochlorophyll c-binding protein (csmA_1)	0
940	prodigal	AFKMEEHG_00091	hypothetical protein	0
941	prodigal	AFKMEEHG_00092	hypothetical protein	0
942	prodigal	AFKMEEHG_00093	"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit (pyrK_2)"	0
943	prodigal	AFKMEEHG_00094	Single-stranded DNA-binding protein (ssb)	0
944	prodigal	AFKMEEHG_00095	putative protein YqeN (yqeN)	0
945	prodigal	AFKMEEHG_00096	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	0
946	prodigal	AFKMEEHG_00097	8-amino-7-oxononanoate synthase (bioF_1)	0
947	prodigal	AFKMEEHG_00098	Vitamin B12 transporter BtuB (btuB_1)	0
948	prodigal	AFKMEEHG_01621	Aerobic cobaltochelatase subunit CobN (cobN_2)	0
949	prodigal	AFKMEEHG_01620	hypothetical protein	0
950	prodigal	AFKMEEHG_01619	hypothetical protein	0
951	prodigal	AFKMEEHG_01250	Aerobic cobaltochelatase subunit CobN (cobN_1)	0
952	prodigal	AFKMEEHG_01251	Magnesium-protoporphyrin O-methyltransferase (chlM_1)	0
953	prodigal	AFKMEEHG_01252	hypothetical protein	0
954	prodigal	AFKMEEHG_02264	Aerobic cobaltochelatase subunit CobN (cobN_3)	0
955	prodigal	AFKMEEHG_02265	Magnesium-protoporphyrin O-methyltransferase (chlM_2)	0
956	prodigal	AFKMEEHG_02266	hypothetical protein	0
957	prodigal	AFKMEEHG_00107	Murein DD-endopeptidase MepM (mepM)	0
958	prodigal	AFKMEEHG_00108	putative serine/threonine-protein kinase PkwA (pkwA)	0
959	prodigal	AFKMEEHG_00109	"4,4'-diaponeurosporenoate glycosyltransferase (crtQ_1)"	0
960	prodigal	AFKMEEHG_00110	ATP phosphoribosyltransferase (hisG_1)	0
961	prodigal	AFKMEEHG_00111	"UDP-2,3-diacylglucosamine hydrolase (lpxH_1)"	0
962	prodigal	AFKMEEHG_00112	hypothetical protein	0
963	prodigal	AFKMEEHG_00113	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_1)"	0
964	prodigal	AFKMEEHG_00114	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (miaB_1)	0
965	prodigal	AFKMEEHG_00465	"4,4'-diaponeurosporenoate glycosyltransferase (crtQ_2)"	0
966	prodigal	AFKMEEHG_00466	ATP phosphoribosyltransferase (hisG_2)	0
967	prodigal	AFKMEEHG_00467	"UDP-2,3-diacylglucosamine hydrolase (lpxH_2)"	0
968	prodigal	AFKMEEHG_00468	hypothetical protein	0
969	prodigal	AFKMEEHG_00469	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_4)"	0
970	prodigal	AFKMEEHG_00470	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (miaB_2)	0
971	prodigal	AFKMEEHG_00849	Multidrug resistance protein MdtC (mdtC)	0
972	prodigal	AFKMEEHG_00850	hypothetical protein	0
973	prodigal	AFKMEEHG_00851	Cysteine desulfurase NifS (nifS)	0
974	prodigal	AFKMEEHG_00852	O-acetylserine sulfhydrylase (cysK1)	0
975	prodigal	AFKMEEHG_00853	hypothetical protein	0
976	prodigal	AFKMEEHG_00854	hypothetical protein	0
977	prodigal	AFKMEEHG_00855	hypothetical protein	0
978	prodigal	AFKMEEHG_00856	Nucleoside diphosphate kinase (ndk)	0
979	prodigal	AFKMEEHG_00857	hypothetical protein	0
980	prodigal	AFKMEEHG_00858	Putative transport protein	0
981	prodigal	AFKMEEHG_00859	Ribosomal RNA small subunit methyltransferase E (rsmE)	0
982	prodigal	AFKMEEHG_00860	Amidophosphoribosyltransferase (purF_2)	0
983	prodigal	AFKMEEHG_00861	Glucokinase (glcK)	0
984	prodigal	AFKMEEHG_00862	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosa mine O-acyltransferase (lpxA)	0
985	prodigal	AFKMEEHG_00863	hypothetical protein	0
986	prodigal	AFKMEEHG_00864	Heme chaperone HemW (hemW)	0
987	prodigal	AFKMEEHG_00865	"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (gmhB)"	0
988	prodigal	AFKMEEHG_00866	Glycogen synthase (glgA)	0
989	prodigal	AFKMEEHG_00867	hypothetical protein	0
990	prodigal	AFKMEEHG_00868	hypothetical protein	0
991	prodigal	AFKMEEHG_00869	hypothetical protein	0
992	prodigal	AFKMEEHG_00870	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (bchL)	0
993	prodigal	AFKMEEHG_00871	Light-independent protochlorophyllide reductase subunit B (bchB_2)	0
994	prodigal	AFKMEEHG_00872	Light-independent protochlorophyllide reductase subunit N (chlN)	0
995	prodigal	AFKMEEHG_00873	hypothetical protein	0
996	prodigal	AFKMEEHG_00874	Adenylosuccinate synthetase (purA)	0
997	prodigal	AFKMEEHG_00875	putative GTP-binding protein EngB (engB)	0
998	prodigal	AFKMEEHG_00876	Cysteine--tRNA ligase (cysS)	0
999	prodigal	AFKMEEHG_00877	Mannose-1-phosphate guanylyltransferase RfbM (rfbM)	0
1000	prodigal	AFKMEEHG_00878	Ribosomal RNA small subunit methyltransferase G (rsmG)	0
1001	prodigal	AFKMEEHG_00879	hypothetical protein	0
1002	prodigal	AFKMEEHG_00880	DNA-directed RNA polymerase subunit alpha (rpoA)	0
1003	prodigal	AFKMEEHG_00881	30S ribosomal protein S4 (rpsD)	0
1004	prodigal	AFKMEEHG_00882	30S ribosomal protein S11 (rpsK)	0
1005	prodigal	AFKMEEHG_00883	30S ribosomal protein S13 (rpsM)	0
1006	prodigal	AFKMEEHG_00884	Translation initiation factor IF-1 (infA)	0
1007	prodigal	AFKMEEHG_00885	Methionine aminopeptidase 1 (map)	0
1008	prodigal	AFKMEEHG_00886	Protein translocase subunit SecY (secY)	0
1009	prodigal	AFKMEEHG_00887	50S ribosomal protein L15 (rplO)	0
1010	prodigal	AFKMEEHG_00888	50S ribosomal protein L30 (rpmD)	0
1011	prodigal	AFKMEEHG_00889	30S ribosomal protein S5 (rpsE)	0
1012	prodigal	AFKMEEHG_00890	50S ribosomal protein L18 (rplR)	0
1013	prodigal	AFKMEEHG_00891	50S ribosomal protein L6 (rplF)	0
1014	prodigal	AFKMEEHG_00892	30S ribosomal protein S8 (rpsH)	0
1015	prodigal	AFKMEEHG_00893	Alternate 30S ribosomal protein S14 (rpsN2)	0
1016	prodigal	AFKMEEHG_00894	50S ribosomal protein L5 (rplE)	0
1017	prodigal	AFKMEEHG_00895	50S ribosomal protein L24 (rplX)	0
1018	prodigal	AFKMEEHG_00897	50S ribosomal protein L14 (rplN)	0
1019	prodigal	AFKMEEHG_00898	30S ribosomal protein S17 (rpsQ)	0
1020	prodigal	AFKMEEHG_00899	hypothetical protein	0
1021	prodigal	AFKMEEHG_00900	50S ribosomal protein L16 (rplP)	0
1022	prodigal	AFKMEEHG_00901	30S ribosomal protein S3 (rpsC)	0
1023	prodigal	AFKMEEHG_00902	50S ribosomal protein L22 (rplV)	0
1024	prodigal	AFKMEEHG_00903	30S ribosomal protein S19 (rpsS)	0
1025	prodigal	AFKMEEHG_00904	50S ribosomal protein L2 (rplB)	0
1026	prodigal	AFKMEEHG_00905	50S ribosomal protein L23 (rplW)	0
1027	prodigal	AFKMEEHG_00906	50S ribosomal protein L4 (rplD)	0
1028	prodigal	AFKMEEHG_00907	50S ribosomal protein L3 (rplC)	0
1029	prodigal	AFKMEEHG_00908	30S ribosomal protein S10 (rpsJ)	0
1030	prodigal	AFKMEEHG_00909	Elongation factor Tu (tuf)	0
1031	prodigal	AFKMEEHG_00910	Elongation factor G (fusA)	0
1032	prodigal	AFKMEEHG_00911	30S ribosomal protein S7 (rpsG)	0
1033	prodigal	AFKMEEHG_00912	30S ribosomal protein S12 (rpsL)	0
1034	prodigal	AFKMEEHG_00913	hypothetical protein	0
1035	prodigal	AFKMEEHG_00914	hypothetical protein	0
1036	prodigal	AFKMEEHG_00915	hypothetical protein	0
1037	prodigal	AFKMEEHG_00916	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase (wbbL)	0
1038	prodigal	AFKMEEHG_00917	D-inositol-3-phosphate glycosyltransferase (mshA_2)	0
1039	prodigal	AFKMEEHG_00918	HPr-like protein Crh (crh)	0
1040	prodigal	AFKMEEHG_00919	Amino-acid acetyltransferase (argA)	0
1041	prodigal	AFKMEEHG_00920	GTPase Obg (obg)	0
1042	prodigal	AFKMEEHG_00921	Exodeoxyribonuclease 7 small subunit (xseB)	0
1043	prodigal	AFKMEEHG_00922	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (gatB)	0
1044	prodigal	AFKMEEHG_00923	hypothetical protein	0
1045	prodigal	AFKMEEHG_00924	Chaperone protein ClpB (clpB)	0
1046	prodigal	AFKMEEHG_00925	hypothetical protein	0
1047	prodigal	AFKMEEHG_00926	hypothetical protein	0
1048	prodigal	AFKMEEHG_00927	hypothetical protein	0
1049	prodigal	AFKMEEHG_00928	ATP-dependent DNA helicase Rep (rep)	0
1050	prodigal	AFKMEEHG_00929	hypothetical protein	0
1051	prodigal	AFKMEEHG_00930	putative protein	0
1052	prodigal	AFKMEEHG_00931	hypothetical protein	0
1053	prodigal	AFKMEEHG_00932	hypothetical protein	0
1054	prodigal	AFKMEEHG_00933	tRNA N6-adenosine threonylcarbamoyltransferase (tsaD)	0
1055	prodigal	AFKMEEHG_00934	hypothetical protein	0
1056	prodigal	AFKMEEHG_00935	Carbamoyl-phosphate synthase small chain (carA)	0
1057	prodigal	AFKMEEHG_00936	Serine-pyruvate aminotransferase	0
1058	prodigal	AFKMEEHG_00937	hypothetical protein	0
1059	prodigal	AFKMEEHG_00938	hypothetical protein	0
1060	prodigal	AFKMEEHG_00939	Cytochrome c-555	0
1061	prodigal	AFKMEEHG_00940	Pantothenate precursors transporter PanS (panS)	0
1062	prodigal	AFKMEEHG_00941	Sugar transporter SemiSWEET	0
1063	prodigal	AFKMEEHG_00942	Pyrroline-5-carboxylate reductase (proC)	0
1064	prodigal	AFKMEEHG_00943	hypothetical protein	0
1065	prodigal	AFKMEEHG_00944	hypothetical protein	0
1066	prodigal	AFKMEEHG_00945	hypothetical protein	0
1067	prodigal	AFKMEEHG_00946	Molybdopterin molybdenumtransferase (moeA)	0
1068	prodigal	AFKMEEHG_00947	Cyclic pyranopterin monophosphate synthase (moaC)	0
1069	prodigal	AFKMEEHG_00948	"GTP 3',8-cyclase (moaA_4)"	0
1070	prodigal	AFKMEEHG_00949	hypothetical protein	0
1071	prodigal	AFKMEEHG_00950	hypothetical protein	0
1072	prodigal	AFKMEEHG_00951	hypothetical protein	0
1073	prodigal	AFKMEEHG_00952	Molybdenum cofactor guanylyltransferase (mobA)	0
1074	prodigal	AFKMEEHG_00953	hypothetical protein	0
1075	prodigal	AFKMEEHG_00954	Na( )-translocating NADH-quinone reductase subunit F (nqrF_1)	0
1076	prodigal	AFKMEEHG_00955	Na( )-translocating NADH-quinone reductase subunit E (nqrE)	0
1077	prodigal	AFKMEEHG_00956	Na( )-translocating NADH-quinone reductase subunit D (nqrD)	0
1078	prodigal	AFKMEEHG_00957	Na( )-translocating NADH-quinone reductase subunit C (nqrC)	0
1079	prodigal	AFKMEEHG_00958	Na( )-translocating NADH-quinone reductase subunit B (nqrB)	0
1080	prodigal	AFKMEEHG_00959	Na( )-translocating NADH-quinone reductase subunit A (nqrA)	0
1081	prodigal	AFKMEEHG_00960	Polysulfide reductase chain A (psrA)	0
1082	prodigal	AFKMEEHG_00961	Thiosulfate reductase electron transfer subunit PhsB (phsB)	0
1083	prodigal	AFKMEEHG_00962	hypothetical protein	0
1084	prodigal	AFKMEEHG_00963	hypothetical protein	0
1085	prodigal	AFKMEEHG_00964	Thiosulfate reductase cytochrome B subunit PhsC (phsC)	0
1086	prodigal	AFKMEEHG_00965	hypothetical protein	0
1087	prodigal	AFKMEEHG_00966	Sulfide-quinone reductase (sqr)	0
1088	prodigal	AFKMEEHG_00967	Putative pre-16S rRNA nuclease (yrrK)	0
1089	prodigal	AFKMEEHG_00968	Orotate phosphoribosyltransferase (pyrE)	0
1090	prodigal	AFKMEEHG_00969	Cyclohexadienyl dehydrogenase (tyrC)	0
1091	prodigal	AFKMEEHG_00970	NAD kinase (nadK)	0
1092	prodigal	AFKMEEHG_00971	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (kdsC)	0
1093	prodigal	AFKMEEHG_00972	2-dehydro-3-deoxyphosphooctonate aldolase (kdsA)	0
1094	prodigal	AFKMEEHG_00973	Chaperone protein ClpB 1 (clpB1)	0
1095	prodigal	AFKMEEHG_00974	hypothetical protein	0
1096	prodigal	AFKMEEHG_00975	Beta-hexosaminidase (nagZ_2)	0
1097	prodigal	AFKMEEHG_00976	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (gpmA_1)"	0
1098	prodigal	AFKMEEHG_00977	Glycerol-3-phosphate dehydrogenase [NAD(P) ] (gpsA)	0
1099	prodigal	AFKMEEHG_00978	Glycerol-3-phosphate acyltransferase (plsY)	0
1100	prodigal	AFKMEEHG_00979	Phosphoribosylformylglycinamidine cyclo-ligase (purM)	0
1101	prodigal	AFKMEEHG_00980	Lysine-sensitive aspartokinase 3 (lysC)	0
1102	prodigal	AFKMEEHG_00981	Release factor glutamine methyltransferase (prmC_2)	0
1103	prodigal	AFKMEEHG_00982	Exopolyphosphatase 2 (ppx2)	0
1104	prodigal	AFKMEEHG_00983	hypothetical protein	0
1105	prodigal	AFKMEEHG_00984	hypothetical protein	0
1106	prodigal	AFKMEEHG_00985	Uridine kinase (udk)	0
1107	prodigal	AFKMEEHG_00986	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (bioA)	0
